id,name,pricePerItem,pricePer100g,amount,unit,totalPrice
17,"Linsen Beluga schwarz,bio",,"  0,98 € ",,Gramm,  -   € 
17,Linsen braun (Berglinsen) bio,,"  0,50 € ",,Gramm,  -   € 
17,Linsen gelb bio,,"  0,50 € ",,Gramm,  -   € 
17,Linsen rot bio,,"  0,50 € ",,Gramm,  -   € 
17,Linsenkicherlinge (Mischung für Bratlinge) bio,,"  1,50 € ",,Gramm,  -   € 
,TROCKENFRÜCHTE, Preis pro Stück, Preis pro 100g,Bestellmenge,Einheit, Gesamtpreis
18,Aprikosen getrocknet bio,,"  2,80 € ",,Gramm,  -   € 
18,"Bananenchips natur gesüßt,bio",,"  1,30 € ",,Gramm,  -   € 
18,"Cranberries, getrocknet mit Apfeldicksaft bio",,"  2,25 € ",,Gramm,  -   € 
18,"Datteln Deglet Nour getrocknet & entsteint, bio",,"  1,50 € ",,Gramm,  -   € 
18,Erdbeeren gefriergetrocknet 35g Glas inkl. Pfand,"  8,75 € ",,,Stück,  -   € 
18,Himbeeren gefriergetrocknet 45g Glas bio inkl. Pfand,"  8,75 € ",,,Stück,  -   € 
18,"Mango getrocknet , bio",,"  2,50 € ",,Gramm,  -   € 
18,"Pflaumen getrocknet , bio",,"  2,80 € ",,Gramm,  -   € 
18,"Sultaninen 100g,bio",,"  0,95 € ",,Gramm,  -   € 
18,Tomatenwürfel getrocknet bio,,"  1,70 € ",,Gramm,  -   € 
,ZUCKER/ ZUCKER-ALTERNATIVEN, Preis pro Stück, Preis pro 100g,Bestellmenge,Einheit, Gesamtpreis
19,"Agavendicksaft 690 g Flasche,bio inkl. Pfand","  7,95 € ",,,Stück,  -   € 
19,"Ahornsirup Grad C ,bio",,"  2,41 € ",,Gramm,  -   € 
19,Gelierzucker mit Apfelpektin bio,,"  0,55 € ",,Gramm,  -   € 
19,Honeypot Deutscher Honig Alsdorf inkl. Pfand 1€  500g,"  9,90 € ",,,Stück,  -   € 
19,Honig Glas  500g Wansart Alsdorf,"  7,90 € ",,,Stück,  -   € 
19,Kokosblütenzucker bio 335g Glas bio inkl. Pfand,"  4,95 € ",,,Stück,  -   € 
19,"Puderzucker 200g Packung,bio","  2,20 € ",,,Stück,  -   € 
19,"Rohrohrzucker fein,bio",,"  0,38 € ",,Gramm,  -   € 
19,Stevia Fluid 50 ml Flasche,"  6,90 € ",,,Stück,  -   € 
19,Vanillezucker mit echter Bourbon-Vanille bio,,"  6,60 € ",,Gramm,  -   € 
19,Vollrohrzucker bio,,"  0,49 € ",,Gramm,  -   € 
19,"Zuckerrübensirup 450g Dose,Demeter","  4,05 € ",,,Stück,  -   € 
,SÜßES/ SALZIGES, Preis pro Stück, Preis pro 100g,Bestellmenge,Einheit, Gesamtpreis
20,Choko-lini mini Schokolinsen Ökovital bio,,"  2,17 € ",,Gramm,  -   € 
20,Cola Flaschen Fruchtgummi bio,,"  1,85 € ",,Gramm,  -   € 
20,Fairfood cashews Curry&Meersalz  bio,,"  3,20 € ",,Gramm,  -   € 
20,Fairfood Cashews Rosmarin&Thymian  bio,,"  3,20 € ",,Gramm,  -   € 
20,Fairfood Freiburger Nussmischung  bio,,"  3,20 € ",,Gramm,  -   € 
20,Frutti Worms sauer Fruchtgummi vegan bio,,"  1,85 € ",,Gramm,  -   € 
20,Gummibärchen vegan  bio,,"  1,85 € ",,Gramm,  -   € 
20,Lakritzschnecken vegan bio,,"  1,75 € ",,Gramm,  -   € 
20,Pretzels  würzige Tomate bio,,"  2,75 € ",,Gramm,  -   € 
20,Pretzels Honig&Senf bio,,"  2,75 € ",,Gramm,  -   € 
20,"Schoko Dinkel-Vollkorn Cookies Demeter,bio",,"  1,95 € ",,Gramm,  -   € 
,HYGIENE/ ZAHNPFLEGE, Preis pro Stück, Preis pro 100g,Bestellmenge,Einheit, Gesamtpreis
21,Denttabs Zahnputztablette mit Fluorid 125 Stk Packung,"  5,99 € ",,,Stück,  -   € 
21,Denttabs Zahnputztablette ohne Fluorid 125 Stk Packung,"  5,99 € ",,,Stück,  -   € 
21,Kinderzahncreme(Maus) 75 ml mit Fluorid - Aprikose -,"  3,90 € ",,,Stück,  -   € 
21,Zahnpasta im Glas Spearmint ohne Fluorid 100ml,"  9,90 € ",,,Stück,  -   € 
21,Zahnpasta im Glas Kokosnuss mit Fluorid 100ml,"  9,90 € ",,,Stück,  -   € 
21,Zahnbürste Bambus super soft,"  3,20 € ",,,Stück,  -   € 
21,Zahnbürste Bambus mittel ,"  3,20 € ",,,Stück,  -   € 
21,Kinderzahnbürste Bambus weich,"  2,75 € ",,,Stück,  -   € 
21,Zahnseide im Gläschen,"  4,60 € ",,,Stück,  -   € 
21,Zahnseide -Nachfüller- Doppelpack,"  5,95 € ",,,Stück,  -   € 
21,Mundwasser Spearmint 100ml Flasche,"  6,50 € ",,,Stück,  -   € 
21,Wattestäbchen aus Bambus 100Stk.,"  1,75 € ",,,Stück,  -   € 
21,Taschentuchbox 4-lagig; 100 Blätter,"  1,99 € ",,,Stück,  -   € 
21,Küchenrolle 3-lagig Rolle,"  1,85 € ",,,Stück,  -   € 
21,Toilettenpapier 3-lagig 250 Blatt Rolle,"  0,99 € ",,,Stück,  -   € 
21,Slipeinlagen 30 Stk.,"  2,90 € ",,,Stück,  -   € 
